product_id,category,sub_category,product_name
"Office Supplies_Paper_Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book","Office Supplies",Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book"
"Technology_Phones_AT&T 17929 Lendline Telephone",Technology,Phones,"AT&T 17929 Lendline Telephone"
"Technology_Machines_Hewlett-Packard Deskjet 6540 Color Inkjet Printer",Technology,Machines,"Hewlett-Packard Deskjet 6540 Color Inkjet Printer"
"Technology_Machines_Cisco TelePresence System EX90 Videoconferencing Unit",Technology,Machines,"Cisco TelePresence System EX90 Videoconferencing Unit"
"Office Supplies_Art_Avery Fluorescent Highlighter Four-Color Set","Office Supplies",Art,"Avery Fluorescent Highlighter Four-Color Set"
"Office Supplies_Paper_Xerox 1944","Office Supplies",Paper,"Xerox 1944"
"Office Supplies_Paper_Xerox 215","Office Supplies",Paper,"Xerox 215"
"Office Supplies_Paper_Xerox 1885","Office Supplies",Paper,"Xerox 1885"
"Furniture_Furnishings_Computer Room Manger, 14"",Furniture,Furnishings,"Computer Room Manger, 14""
"Technology_Phones_AT&T CL2909",Technology,Phones,"AT&T CL2909"
"Technology_Phones_Plantronics Voyager Pro HD - Bluetooth Headset",Technology,Phones,"Plantronics Voyager Pro HD - Bluetooth Headset"
"Technology_Phones_AT&T EL51110 DECT",Technology,Phones,"AT&T EL51110 DECT"
"Technology_Phones_BlackBerry Q10",Technology,Phones,"BlackBerry Q10"
"Office Supplies_Supplies_Compact Automatic Electric Letter Opener","Office Supplies",Supplies,"Compact Automatic Electric Letter Opener"
"Technology_Accessories_SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card",Technology,Accessories,"SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card"
"Technology_Accessories_SanDisk Cruzer 8 GB USB Flash Drive",Technology,Accessories,"SanDisk Cruzer 8 GB USB Flash Drive"
"Furniture_Chairs_Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back"
"Office Supplies_Storage_Advantus Rolling Drawer Organizers","Office Supplies",Storage,"Advantus Rolling Drawer Organizers"
"Technology_Accessories_Maxell 4.7GB DVD-R 5/Pack",Technology,Accessories,"Maxell 4.7GB DVD-R 5/Pack"
"Office Supplies_Binders_GBC Plasticlear Binding Covers","Office Supplies",Binders,"GBC Plasticlear Binding Covers"
"Office Supplies_Storage_Plastic Stacking Crates & Casters","Office Supplies",Storage,"Plastic Stacking Crates & Casters"
"Office Supplies_Appliances_Belkin F9M820V08 8 Outlet Surge","Office Supplies",Appliances,"Belkin F9M820V08 8 Outlet Surge"
"Office Supplies_Appliances_APC 7 Outlet Network SurgeArrest Surge Protector","Office Supplies",Appliances,"APC 7 Outlet Network SurgeArrest Surge Protector"
"Technology_Accessories_Maxell 4.7GB DVD+R 5/Pack",Technology,Accessories,"Maxell 4.7GB DVD+R 5/Pack"
"Technology_Phones_Anker Astro Mini 3000mAh Ultra-Compact Portable Charger",Technology,Phones,"Anker Astro Mini 3000mAh Ultra-Compact Portable Charger"
"Office Supplies_Fasteners_Advantus Map Pennant Flags and Round Head Tacks","Office Supplies",Fasteners,"Advantus Map Pennant Flags and Round Head Tacks"
"Office Supplies_Paper_Xerox 1953","Office Supplies",Paper,"Xerox 1953"
"Office Supplies_Paper_Xerox 228","Office Supplies",Paper,"Xerox 228"
"Furniture_Furnishings_Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2"
"Office Supplies_Paper_Xerox 1954","Office Supplies",Paper,"Xerox 1954"
"Office Supplies_Paper_Embossed Ink Jet Note Cards","Office Supplies",Paper,"Embossed Ink Jet Note Cards"
"Office Supplies_Paper_Xerox 1942","Office Supplies",Paper,"Xerox 1942"
"Office Supplies_Storage_Carina Mini System Audio Rack, Model AR050B","Office Supplies",Storage,"Carina Mini System Audio Rack, Model AR050B"
"Office Supplies_Paper_Xerox 201","Office Supplies",Paper,"Xerox 201"
"Furniture_Furnishings_Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry"
"Furniture_Furnishings_GE 4 Foot Flourescent Tube, 40 Watt",Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt"
"Technology_Phones_Nokia Lumia 925",Technology,Phones,"Nokia Lumia 925"
"Furniture_Furnishings_Dana Swing-Arm Lamps",Furniture,Furnishings,"Dana Swing-Arm Lamps"
"Office Supplies_Paper_Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book","Office Supplies",Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book"
"Office Supplies_Paper_Xerox 1969","Office Supplies",Paper,"Xerox 1969"
"Furniture_Furnishings_Eldon 200 Class Desk Accessories, Smoke",Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke"
"Office Supplies_Storage_Dual Level, Single-Width Filing Carts","Office Supplies",Storage,"Dual Level, Single-Width Filing Carts"
"Office Supplies_Paper_Xerox 1971","Office Supplies",Paper,"Xerox 1971"
"Office Supplies_Art_Boston 16750 Black Compact Battery Pencil Sharpener","Office Supplies",Art,"Boston 16750 Black Compact Battery Pencil Sharpener"
"Office Supplies_Art_Eberhard Faber 3 1/2" Golf Pencils","Office Supplies",Art,"Eberhard Faber 3 1/2" Golf Pencils"
"Furniture_Furnishings_Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats"
"Furniture_Chairs_Global Highback Leather Tilter in Burgundy",Furniture,Chairs,"Global Highback Leather Tilter in Burgundy"
"Furniture_Furnishings_Executive Impressions 13-1/2" Indoor/Outdoor Wall Clock",Furniture,Furnishings,"Executive Impressions 13-1/2" Indoor/Outdoor Wall Clock"
"Furniture_Furnishings_Eldon 400 Class Desk Accessories, Black Carbon",Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon"
"Office Supplies_Binders_Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear","Office Supplies",Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear"
"Furniture_Chairs_Harbour Creations 67200 Series Stacking Chairs",Furniture,Chairs,"Harbour Creations 67200 Series Stacking Chairs"
"Furniture_Furnishings_Tenex V2T-RE Standard Weight Series Chair Mat, 45" x 53", Lip 25" x 12"",Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45" x 53", Lip 25" x 12""
"Technology_Phones_Samsung Galaxy Mega 6.3",Technology,Phones,"Samsung Galaxy Mega 6.3"
"Furniture_Furnishings_DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7"
"Office Supplies_Paper_Xerox 198","Office Supplies",Paper,"Xerox 198"
"Furniture_Chairs_Safco Chair Connectors, 6/Carton",Furniture,Chairs,"Safco Chair Connectors, 6/Carton"
"Office Supplies_Paper_Xerox 1997","Office Supplies",Paper,"Xerox 1997"
"Furniture_Furnishings_Eldon Expressions Mahogany Wood Desk Collection",Furniture,Furnishings,"Eldon Expressions Mahogany Wood Desk Collection"
"Office Supplies_Binders_VariCap6 Expandable Binder","Office Supplies",Binders,"VariCap6 Expandable Binder"
"Furniture_Furnishings_Stacking Trays by OIC",Furniture,Furnishings,"Stacking Trays by OIC"
"Technology_Machines_Epson Perfection V600 Photo Scanner",Technology,Machines,"Epson Perfection V600 Photo Scanner"
"Office Supplies_Binders_Durable Pressboard Binders","Office Supplies",Binders,"Durable Pressboard Binders"
"Office Supplies_Appliances_Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection","Office Supplies",Appliances,"Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection"
"Office Supplies_Fasteners_Alliance Rubber Bands","Office Supplies",Fasteners,"Alliance Rubber Bands"
"Office Supplies_Binders_SlimView Poly Binder, 3/8"","Office Supplies",Binders,"SlimView Poly Binder, 3/8""
"Office Supplies_Art_Boston Electric Pencil Sharpener, Model 1818, Charcoal Black","Office Supplies",Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black"
"Furniture_Furnishings_DAX Clear Channel Poster Frame",Furniture,Furnishings,"DAX Clear Channel Poster Frame"
"Office Supplies_Envelopes_#10 Self-Seal White Envelopes","Office Supplies",Envelopes,"#10 Self-Seal White Envelopes"
"Furniture_Chairs_Hon Pagoda Stacking Chairs",Furniture,Chairs,"Hon Pagoda Stacking Chairs"
"Office Supplies_Art_Newell 339","Office Supplies",Art,"Newell 339"
"Furniture_Furnishings_36X48 HARDFLOOR CHAIRMAT",Furniture,Furnishings,"36X48 HARDFLOOR CHAIRMAT"
"Furniture_Tables_Anderson Hickey Conga Table Tops & Accessories",Furniture,Tables,"Anderson Hickey Conga Table Tops & Accessories"
"Technology_Phones_Apple EarPods with Remote and Mic",Technology,Phones,"Apple EarPods with Remote and Mic"
"Technology_Accessories_Perixx PERIBOARD-512B, Ergonomic Split Keyboard",Technology,Accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard"
"Technology_Accessories_Logitech Wireless Headset H600 Over-The-Head Design",Technology,Accessories,"Logitech Wireless Headset H600 Over-The-Head Design"
"Office Supplies_Paper_Xerox 230","Office Supplies",Paper,"Xerox 230"
"Furniture_Furnishings_Eldon Econocleat Chair Mats for Low Pile Carpets",Furniture,Furnishings,"Eldon Econocleat Chair Mats for Low Pile Carpets"
"Technology_Phones_Vtech CS6719",Technology,Phones,"Vtech CS6719"
"Office Supplies_Paper_Xerox 194","Office Supplies",Paper,"Xerox 194"
"Furniture_Bookcases_Bush Cubix Collection Bookcases, Fully Assembled",Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled"
"Office Supplies_Binders_Universal Recycled Hanging Pressboard Report Binders, Letter Size","Office Supplies",Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size"
"Office Supplies_Paper_Xerox 1980","Office Supplies",Paper,"Xerox 1980"
"Office Supplies_Paper_Strathmore Photo Frame Cards","Office Supplies",Paper,"Strathmore Photo Frame Cards"
"Technology_Machines_Okidata C331dn Printer",Technology,Machines,"Okidata C331dn Printer"
"Furniture_Furnishings_Seth Thomas 8 1/2" Cubicle Clock",Furniture,Furnishings,"Seth Thomas 8 1/2" Cubicle Clock"
"Technology_Phones_Aastra 6757i CT Wireless VoIP phone",Technology,Phones,"Aastra 6757i CT Wireless VoIP phone"
"Office Supplies_Paper_Xerox 1907","Office Supplies",Paper,"Xerox 1907"
"Furniture_Furnishings_G.E. Longer-Life Indoor Recessed Floodlight Bulbs",Furniture,Furnishings,"G.E. Longer-Life Indoor Recessed Floodlight Bulbs"
"Technology_Phones_Panasonic KX TS3282W Corded phone",Technology,Phones,"Panasonic KX TS3282W Corded phone"
"Furniture_Chairs_Global Leather and Oak Executive Chair, Black",Furniture,Chairs,"Global Leather and Oak Executive Chair, Black"
"Technology_Machines_Cubify CubeX 3D Printer Double Head Print",Technology,Machines,"Cubify CubeX 3D Printer Double Head Print"
"Office Supplies_Binders_Ibico Ibimaster 300 Manual Binding System","Office Supplies",Binders,"Ibico Ibimaster 300 Manual Binding System"
"Office Supplies_Binders_Wilson Jones Impact Binders","Office Supplies",Binders,"Wilson Jones Impact Binders"
"Office Supplies_Art_Newell 34","Office Supplies",Art,"Newell 34"
"Technology_Phones_Polycom CX300 Desktop Phone USB VoIP phone",Technology,Phones,"Polycom CX300 Desktop Phone USB VoIP phone"
"Office Supplies_Art_Boston 1799 Powerhouse Electric Pencil Sharpener","Office Supplies",Art,"Boston 1799 Powerhouse Electric Pencil Sharpener"
"Office Supplies_Binders_Wilson Jones Four-Pocket Poly Binders","Office Supplies",Binders,"Wilson Jones Four-Pocket Poly Binders"
"Office Supplies_Storage_Sterilite Show Offs Storage Containers","Office Supplies",Storage,"Sterilite Show Offs Storage Containers"
"Office Supplies_Fasteners_Alliance Super-Size Bands, Assorted Sizes","Office Supplies",Fasteners,"Alliance Super-Size Bands, Assorted Sizes"
"Technology_Phones_BlueLounge Milo Smartphone Stand, White/Metallic",Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic"
"Office Supplies_Labels_Avery White Multi-Purpose Labels","Office Supplies",Labels,"Avery White Multi-Purpose Labels"
"Technology_Accessories_Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning",Technology,Accessories,"Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning"
"Office Supplies_Envelopes_Letter or Legal Size Expandable Poly String Tie Envelopes","Office Supplies",Envelopes,"Letter or Legal Size Expandable Poly String Tie Envelopes"
"Office Supplies_Supplies_Stiletto Hand Letter Openers","Office Supplies",Supplies,"Stiletto Hand Letter Openers"
"Office Supplies_Storage_Tennsco Commercial Shelving","Office Supplies",Storage,"Tennsco Commercial Shelving"
"Technology_Phones_Samsung HM1900 Bluetooth Headset",Technology,Phones,"Samsung HM1900 Bluetooth Headset"
"Technology_Phones_Cisco SPA112 2 Port Phone Adapter",Technology,Phones,"Cisco SPA112 2 Port Phone Adapter"
"Office Supplies_Art_Col-Erase Pencils with Erasers","Office Supplies",Art,"Col-Erase Pencils with Erasers"
"Office Supplies_Paper_Xerox 221","Office Supplies",Paper,"Xerox 221"
"Technology_Phones_Plantronics Encore H101 Dual Earpieces Headset",Technology,Phones,"Plantronics Encore H101 Dual Earpieces Headset"
"Office Supplies_Appliances_Disposable Triple-Filter Dust Bags","Office Supplies",Appliances,"Disposable Triple-Filter Dust Bags"
"Technology_Accessories_Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive",Technology,Accessories,"Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive"
"Technology_Machines_Fellowes Powershred HS-440 4-Sheet High Security Shredder",Technology,Machines,"Fellowes Powershred HS-440 4-Sheet High Security Shredder"
"Technology_Phones_Motorola Droid Maxx",Technology,Phones,"Motorola Droid Maxx"
"Office Supplies_Paper_Xerox 1893","Office Supplies",Paper,"Xerox 1893"
"Technology_Accessories_Kensington Expert Mouse Optical USB Trackball for PC or Mac",Technology,Accessories,"Kensington Expert Mouse Optical USB Trackball for PC or Mac"
"Furniture_Furnishings_Master Caster Door Stop, Gray",Furniture,Furnishings,"Master Caster Door Stop, Gray"
"Furniture_Furnishings_Tenex Chairmats For Use with Hard Floors",Furniture,Furnishings,"Tenex Chairmats For Use with Hard Floors"
"Office Supplies_Binders_Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2" X 14" 7/8"","Office Supplies",Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2" X 14" 7/8""
"Office Supplies_Appliances_Fellowes Command Center 5-outlet power strip","Office Supplies",Appliances,"Fellowes Command Center 5-outlet power strip"
"Furniture_Bookcases_Rush Hierlooms Collection 1" Thick Stackable Bookcases",Furniture,Bookcases,"Rush Hierlooms Collection 1" Thick Stackable Bookcases"
"Furniture_Tables_Barricks 18" x 48" Non-Folding Utility Table with Bottom Storage Shelf",Furniture,Tables,"Barricks 18" x 48" Non-Folding Utility Table with Bottom Storage Shelf"
"Furniture_Furnishings_Executive Impressions 10" Spectator Wall Clock",Furniture,Furnishings,"Executive Impressions 10" Spectator Wall Clock"
"Furniture_Bookcases_Hon Metal Bookcases, Putty",Furniture,Bookcases,"Hon Metal Bookcases, Putty"
"Office Supplies_Storage_Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost","Office Supplies",Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost"
"Office Supplies_Paper_Xerox 1900","Office Supplies",Paper,"Xerox 1900"
"Furniture_Furnishings_OIC Stacking Trays",Furniture,Furnishings,"OIC Stacking Trays"
"Furniture_Chairs_Global Armless Task Chair, Royal Blue",Furniture,Chairs,"Global Armless Task Chair, Royal Blue"
"Furniture_Furnishings_Eldon Executive Woodline II Cherry Finish Desk Accessories",Furniture,Furnishings,"Eldon Executive Woodline II Cherry Finish Desk Accessories"
"Office Supplies_Paper_Message Book, Wirebound, Four 5 1/2" X 4" Forms/Pg., 200 Dupl. Sets/Book","Office Supplies",Paper,"Message Book, Wirebound, Four 5 1/2" X 4" Forms/Pg., 200 Dupl. Sets/Book"
"Furniture_Furnishings_Tenex Traditional Chairmats for Hard Floors, Average Lip, 36" x 48"",Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36" x 48""
"Technology_Phones_Polycom VoiceStation 500 Conference phone",Technology,Phones,"Polycom VoiceStation 500 Conference phone"
"Office Supplies_Art_Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box","Office Supplies",Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box"
"Office Supplies_Paper_Speediset Carbonless Redi-Letter 7" x 8 1/2"","Office Supplies",Paper,"Speediset Carbonless Redi-Letter 7" x 8 1/2""
"Office Supplies_Paper_Xerox 204","Office Supplies",Paper,"Xerox 204"
"Technology_Accessories_KeyTronic E03601U1 - Keyboard - Beige",Technology,Accessories,"KeyTronic E03601U1 - Keyboard - Beige"
"Technology_Accessories_Imation Bio 2GB USB Flash Drive Imation Corp",Technology,Accessories,"Imation Bio 2GB USB Flash Drive Imation Corp"
"Furniture_Bookcases_Hon Metal Bookcases, Black",Furniture,Bookcases,"Hon Metal Bookcases, Black"
"Furniture_Bookcases_Bush Birmingham Collection Bookcase, Dark Cherry",Furniture,Bookcases,"Bush Birmingham Collection Bookcase, Dark Cherry"
"Technology_Phones_AT&T 1080 Phone",Technology,Phones,"AT&T 1080 Phone"
"Office Supplies_Binders_Avery Metallic Poly Binders","Office Supplies",Binders,"Avery Metallic Poly Binders"
"Technology_Machines_Ativa MDM8000 8-Sheet Micro-Cut Shredder",Technology,Machines,"Ativa MDM8000 8-Sheet Micro-Cut Shredder"
"Office Supplies_Appliances_Acco 6 Outlet Guardian Premium Plus Surge Suppressor","Office Supplies",Appliances,"Acco 6 Outlet Guardian Premium Plus Surge Suppressor"
"Office Supplies_Labels_Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set","Office Supplies",Labels,"Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set"
"Technology_Phones_Ooma Telo VoIP Home Phone System",Technology,Phones,"Ooma Telo VoIP Home Phone System"
"Office Supplies_Paper_Telephone Message Books with Fax/Mobile Section, 4 1/4" x 6"","Office Supplies",Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4" x 6""
"Office Supplies_Paper_Xerox 200","Office Supplies",Paper,"Xerox 200"
"Technology_Machines_Okidata MB491 Multifunction Printer",Technology,Machines,"Okidata MB491 Multifunction Printer"
"Office Supplies_Storage_Akro Stacking Bins","Office Supplies",Storage,"Akro Stacking Bins"
"Office Supplies_Art_Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink","Office Supplies",Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink"
"Technology_Accessories_Rosewill 107 Normal Keys USB Wired Standard Keyboard",Technology,Accessories,"Rosewill 107 Normal Keys USB Wired Standard Keyboard"
"Technology_Phones_PayAnywhere Card Reader",Technology,Phones,"PayAnywhere Card Reader"
"Office Supplies_Paper_Xerox 1882","Office Supplies",Paper,"Xerox 1882"
"Technology_Accessories_Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack"
"Office Supplies_Art_Boston Home & Office Model 2000 Electric Pencil Sharpeners","Office Supplies",Art,"Boston Home & Office Model 2000 Electric Pencil Sharpeners"
"Office Supplies_Art_Newell 31","Office Supplies",Art,"Newell 31"
"Office Supplies_Binders_Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2" x 11"","Office Supplies",Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2" x 11""
"Office Supplies_Paper_Xerox 1966","Office Supplies",Paper,"Xerox 1966"
"Office Supplies_Supplies_Acme Kleen Earth Office Shears","Office Supplies",Supplies,"Acme Kleen Earth Office Shears"
"Technology_Accessories_Maxell Pro 80 Minute CD-R, 10/Pack",Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack"
"Technology_Accessories_Imation Swivel Flash Drive USB flash drive - 8 GB",Technology,Accessories,"Imation Swivel Flash Drive USB flash drive - 8 GB"
"Furniture_Furnishings_Acrylic Self-Standing Desk Frames",Furniture,Furnishings,"Acrylic Self-Standing Desk Frames"
"Office Supplies_Supplies_Elite 5" Scissors","Office Supplies",Supplies,"Elite 5" Scissors"
"Office Supplies_Supplies_Acco Side-Punched Conventional Columnar Pads","Office Supplies",Supplies,"Acco Side-Punched Conventional Columnar Pads"
"Office Supplies_Labels_Avery 492","Office Supplies",Labels,"Avery 492"
"Office Supplies_Storage_Adjustable Personal File Tote","Office Supplies",Storage,"Adjustable Personal File Tote"
"Office Supplies_Labels_Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll","Office Supplies",Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll"
"Office Supplies_Art_Prismacolor Color Pencil Set","Office Supplies",Art,"Prismacolor Color Pencil Set"
"Technology_Copiers_Sharp 1540cs Digital Laser Copier",Technology,Copiers,"Sharp 1540cs Digital Laser Copier"
"Furniture_Furnishings_Eldon Regeneration Recycled Desk Accessories, Black",Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black"
"Office Supplies_Storage_Eldon File Chest Portable File","Office Supplies",Storage,"Eldon File Chest Portable File"
"Technology_Accessories_Verbatim Slim CD and DVD Storage Cases, 50/Pack",Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack"
"Office Supplies_Supplies_Letter Slitter","Office Supplies",Supplies,"Letter Slitter"
"Technology_Phones_Samsung Galaxy S4 Active",Technology,Phones,"Samsung Galaxy S4 Active"
"Furniture_Chairs_Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms",Furniture,Chairs,"Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms"
"Office Supplies_Fasteners_Acco Banker's Clasps, 5 3/4"-Long","Office Supplies",Fasteners,"Acco Banker's Clasps, 5 3/4"-Long"
"Technology_Accessories_Logitech Wireless Anywhere Mouse MX for PC and Mac",Technology,Accessories,"Logitech Wireless Anywhere Mouse MX for PC and Mac"
"Office Supplies_Binders_Acco Economy Flexible Poly Round Ring Binder","Office Supplies",Binders,"Acco Economy Flexible Poly Round Ring Binder"
"Furniture_Tables_Balt Split Level Computer Training Table",Furniture,Tables,"Balt Split Level Computer Training Table"
"Office Supplies_Art_Dixon Ticonderoga Core-Lock Colored Pencils","Office Supplies",Art,"Dixon Ticonderoga Core-Lock Colored Pencils"
"Furniture_Chairs_SAFCO Folding Chair Trolley",Furniture,Chairs,"SAFCO Folding Chair Trolley"
"Furniture_Chairs_Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal"
"Office Supplies_Labels_Avery 515","Office Supplies",Labels,"Avery 515"
"Office Supplies_Paper_TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack","Office Supplies",Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack"
"Furniture_Furnishings_Executive Impressions 13" Chairman Wall Clock",Furniture,Furnishings,"Executive Impressions 13" Chairman Wall Clock"
"Office Supplies_Paper_Things To Do Today Spiral Book","Office Supplies",Paper,"Things To Do Today Spiral Book"
"Technology_Accessories_Logitech Illuminated Ultrathin Keyboard with Backlighting",Technology,Accessories,"Logitech Illuminated Ultrathin Keyboard with Backlighting"
"Office Supplies_Supplies_Serrated Blade or Curved Handle Hand Letter Openers","Office Supplies",Supplies,"Serrated Blade or Curved Handle Hand Letter Openers"
"Office Supplies_Binders_Ibico EB-19 Dual Function Manual Binding System","Office Supplies",Binders,"Ibico EB-19 Dual Function Manual Binding System"
"Furniture_Furnishings_Eldon 300 Class Desk Accessories, Black",Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black"
"Technology_Accessories_Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology",Technology,Accessories,"Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology"
"Technology_Phones_LG Exalt",Technology,Phones,"LG Exalt"
"Office Supplies_Binders_GBC Poly Designer Binding Covers","Office Supplies",Binders,"GBC Poly Designer Binding Covers"
"Office Supplies_Art_Economy #2 Pencils","Office Supplies",Art,"Economy #2 Pencils"
"Furniture_Furnishings_Eldon "L" Workstation Diamond Chairmat",Furniture,Furnishings,"Eldon "L" Workstation Diamond Chairmat"
"Furniture_Furnishings_DAX Copper Panel Document Frame, 5 x 7 Size",Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size"
"Technology_Accessories_Maxell 74 Minute CDR, 10/Pack",Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack"
"Technology_Accessories_Micro Innovations Wireless Classic Keyboard with Mouse",Technology,Accessories,"Micro Innovations Wireless Classic Keyboard with Mouse"
"Furniture_Bookcases_Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order"
"Technology_Phones_LG G3",Technology,Phones,"LG G3"
"Office Supplies_Paper_Riverleaf Stik-Withit Designer Note Cubes","Office Supplies",Paper,"Riverleaf Stik-Withit Designer Note Cubes"
"Office Supplies_Paper_HP Office Paper (20Lb. and 87 Bright)","Office Supplies",Paper,"HP Office Paper (20Lb. and 87 Bright)"
"Office Supplies_Art_Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow","Office Supplies",Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow"
"Technology_Phones_RCA ViSYS 25423RE1 Corded phone",Technology,Phones,"RCA ViSYS 25423RE1 Corded phone"
"Furniture_Furnishings_3M Polarizing Light Filter Sleeves",Furniture,Furnishings,"3M Polarizing Light Filter Sleeves"
"Office Supplies_Art_Newell 348","Office Supplies",Art,"Newell 348"
"Office Supplies_Paper_Xerox 1928","Office Supplies",Paper,"Xerox 1928"
"Furniture_Furnishings_Eldon Expressions Wood and Plastic Desk Accessories, Oak",Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak"
"Office Supplies_Appliances_Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210","Office Supplies",Appliances,"Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210"
"Furniture_Furnishings_Ultra Door Kickplate, 8"H x 34"W",Furniture,Furnishings,"Ultra Door Kickplate, 8"H x 34"W"
"Office Supplies_Art_Boston 1900 Electric Pencil Sharpener","Office Supplies",Art,"Boston 1900 Electric Pencil Sharpener"
"Technology_Accessories_WD My Passport Ultra 1TB Portable External Hard Drive",Technology,Accessories,"WD My Passport Ultra 1TB Portable External Hard Drive"
"Technology_Machines_Canon PC170 Desktop Personal Copier",Technology,Machines,"Canon PC170 Desktop Personal Copier"
"Technology_Accessories_Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack"
"Furniture_Furnishings_Howard Miller 11-1/2" Diameter Brentwood Wall Clock",Furniture,Furnishings,"Howard Miller 11-1/2" Diameter Brentwood Wall Clock"
